"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"TASK-003-D","Develop Sync Job Queue Orchestrator","Implement QStash integration to trigger worker, handle recursive chaining, and manage DLQ.","Task","Sprint Backlog","High","backend.dev@company.com","tech.lead@company.com","2025-05-25","6.6","3","backend,queue,orchestration","Sprint 2","Enable Data Ingestion & Analytics Pipeline","Onboarding & Salla Integration","EPIC-002","SaaS Analytics Platform","US-012","TASK-003-B","Queue Management,Serverless","Medium","Medium","Triggers via QStash; Queues next page; Routes failed to DLQ","E2E test of job chain passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","8%","None","QStash","E2E Test","None","Ensures sync completion reliably"
"TASK-003-C","Implement Sync Progress Tracking & API","Create logic to update sync status in DB and expose API for frontend polling.","Task","Sprint Backlog","Medium","fullstack.dev@company.com","backend.dev@company.com","2025-05-26","5.2","2","backend,api,status","Sprint 2","Enable Data Ingestion & Analytics Pipeline","Onboarding & Salla Integration","EPIC-002","SaaS Analytics Platform","US-012","TASK-003-B","Next.js,Database","Low","Low","Progress recorded; API returns status < 100ms; Failed jobs marked","Unit test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","7%","Frontend dev for integration","None","Unit Test","None","User visibility into process"
"TASK-004-A","Design ClickHouse Schema & Ingestion Logic","Define Fact tables with MergeTree engine. Determine Sorting/Partition Keys.","Task","Sprint Backlog","Critical","security.architect@company.com","tech.lead@company.com","2025-05-21","5.8","3","database,clickhouse,schema","Sprint 2","Enable Data Ingestion & Analytics Pipeline","Data Pipeline & Analytics","EPIC-003","SaaS Analytics Platform","US-022","","ClickHouse,Data Modeling","High","Medium","Schema validated; Partitioning defined; Ingestion map defined","Schema review completed","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","7%","None","ClickHouse instance","None","Migration script","Enables high-performance analytics"
"TASK-004-B","Implement CDC/Polling ELT Processor","Develop service to fetch changes from Postgres, transform, and batch insert to ClickHouse.","Task","Sprint Backlog","Critical","fullstack.dev@company.com","tech.lead@company.com","2025-05-28","14","8","backend,elt,data-pipeline","Sprint 2","Enable Data Ingestion & Analytics Pipeline","Data Pipeline & Analytics","EPIC-003","SaaS Analytics Platform","US-022","TASK-004-A,TASK-003-B","TypeScript,ClickHouse Client","High","High","Detects changes; Transforms correctly; Inserts batches; Idempotent","Integration test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","18%","None","None","Integration Test","None","Feeds analytics engine"
"TASK-004-C","Develop Dashboard KPI Aggregation API","Implement API to query ClickHouse for KPIs. Enforce merchantId. Optimize SQL.","Task","Sprint Backlog","High","fullstack.dev@company.com","tech.lead@company.com","2025-05-30","7","3","backend,api,analytics","Sprint 2","Enable Data Ingestion & Analytics Pipeline","Data Pipeline & Analytics","EPIC-003","SaaS Analytics Platform","US-022","TASK-004-B","ClickHouse SQL,Next.js","Medium","Medium","Aggregates correctly; Scoped to merchantId; Fast response; Handles empty states","Load test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","9%","None","None","Load Test","None","Powers the dashboard"
"TASK-004-D","Implement Sales Trend Chart Visualization","Develop frontend component using Recharts. Fetch data. Manage state. Render chart.","Task","Sprint Backlog","Medium","fullstack.dev@company.com","tech.lead@company.com","2025-06-04","10.3","5","frontend,ui,visualization","Sprint 3","Visualize Insights & Enable AI","Data Pipeline & Analytics","EPIC-003","SaaS Analytics Platform","US-022","TASK-004-C","React,Recharts,Zustand","Medium","Low","Chart renders data; Filter updates chart; Loading state shown; Responsive","Component test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-02","2025-06-13","13%","None","None","Component Test","None","Visualizes data for users"
"TASK-004-E","Data Pipeline Latency & Integrity Test","Automated test: Create order in Postgres, wait, query ClickHouse, assert match.","Task","Sprint Backlog","High","qa.engineer@company.com","tech.lead@company.com","2025-06-06","4","2","qa,automation,data","Sprint 3","Visualize Insights & Enable AI","Data Pipeline & Analytics","EPIC-003","SaaS Analytics Platform","US-022","TASK-004-B","QA Automation","Medium","Medium","Test passes; Latency measured; Data matches","Automated E2E run configured","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-02","2025-06-13","5%","None","None","Automated E2E Run","None","Verifies data trust"
"TASK-005-A","Setup pgvector & Embedding Generation","Enable pgvector. Create table. Service to generate embeddings for Metadata using OpenAI.","Task","Sprint Backlog","Medium","backend.dev@company.com","tech.lead@company.com","2025-06-05","6.3","3","backend,ai,vector","Sprint 3","Visualize Insights & Enable AI","AI Assistant","EPIC-004","SaaS Analytics Platform","US-035","","PostgreSQL,OpenAI API","Medium","Medium","pgvector enabled; Embeddings generated; Vector search works","Integration test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-02","2025-06-13","8%","None","OpenAI API","Integration Test","Postgres extension","Foundation for AI features"
"TASK-005-B","Implement RAG Service with OpenAI Integration","Develop service to receive query, retrieve context, construct prompt, call OpenAI, and validate SQL.","Task","Sprint Backlog","High","backend.dev@company.com","tech.lead@company.com","2025-06-10","12","5","backend,ai,rag","Sprint 3","Visualize Insights & Enable AI","AI Assistant","EPIC-004","SaaS Analytics Platform","US-035","TASK-005-A","Backend Dev,Prompt Engineering","High","High","Retrieves context; Generates valid SQL; Scopes to merchantId; Handles errors","Golden Set testing passed","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-02","2025-06-13","15%","Security review","OpenAI API","Golden Set Testing","None","Delivers NLQ capability"
"TASK-005-C","Develop AI Chat Interface UI","Build chat UI with history, loading states, and result rendering.","Task","Sprint Backlog","Medium","fullstack.dev@company.com","tech.lead@company.com","2025-06-12","8","3","frontend,ui,ai","Sprint 3","Visualize Insights & Enable AI","AI Assistant","EPIC-004","SaaS Analytics Platform","US-035","TASK-005-B","React,UI Implementation","Medium","Low","Renders messages; Shows loading; Renders results types","Component test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-02","2025-06-13","10%","None","None","Component Test","None","User interface for AI"
